asset_id,cycle,vibration,process_temp,torque,rotational_speed,tool_wear,pressure,noise,failure
0,1,0.2796546380234469,0.4396282358195607,0.3650275367942315,0.5418692295882609,0.21667042419003715,0.4055878703828209,0.28175994212478556,0
0,2,0.28970197697626554,0.43408959677144743,0.5078221488292851,0.687634472418082,0.24605056053512275,0.3798353768558381,0.30363753920412495,0
0,3,0.2932545932984877,0.39530370445068735,0.4918596345518318,0.5791442273357635,0.3003524803204418,0.41647352589655984,0.26638360889184465,0
0,4,0.27954753751079153,0.418672203218204,0.5352912828117191,0.645849260180473,0.36449885605222765,0.4052792491807692,0.2647878635464232,0
0,5,0.28733104936189885,0.4594486146360446,0.5000236779641587,0.5695906113822483,0.19553112705852566,0.45952963939123503,0.33016270856017216,0
0,6,0.22685659286868934,0.417208066153336,0.517768006639851,0.6331213158037408,0.3062857266768914,0.4395797774387341,0.32954567815359476,0
0,7,0.27818804816762327,0.439764411291927,0.40919909261010334,0.6008197270185619,0.2347776407424323,0.39785610758783285,0.28444288743866586,0
0,8,0.22404052244846195,0.45921391772957404,0.3949991159868937,0.5999068982008535,0.28176518390630034,0.4605111165679639,0.33636132898964277,0
0,9,0.2534958246207022,0.39028241036677164,0.5744583116880008,0.6085217405071031,0.2044588205997247,0.37593563929982593,0.2574273856999194,0
0,10,0.28165336503665234,0.45052426770338844,0.4860923147564426,0.6295123814646029,0.3275354236380402,0.41853267301398805,0.32883876187787064,0
0,11,0.25997938590487046,0.39951310530008355,0.4338912248087672,0.6492183488471349,0.2708358595878366,0.43602470593638437,0.3326373329452955,0
0,12,0.31500133368176336,0.4162757257745288,0.48956911815690923,0.6152169073456161,0.2067599339625182,0.3644443763788456,0.24506501938227992,0
0,13,0.30532078956929587,0.37852604723199695,0.49432862121724275,0.6979536978671639,0.29562416173631445,0.4750757784233543,0.26711911599950616,0
0,14,0.24143097548759498,0.4094483462049719,0.5812215696220177,0.5163607746084591,0.35206541861275154,0.45148678011661386,0.2866925022151603,0
0,15,0.2961385536188176,0.40252536454680987,0.5402873347948293,0.6213111287314066,0.43110673347925493,0.42903221862634877,0.26782512536890674,0
0,16,0.30713191243171234,0.4995593787620219,0.5840577872140205,0.6414122635489705,0.43179817347317373,0.38296184728385746,0.2896124233625127,0
0,17,0.28024158807533567,0.3653656926221846,0.5716605662770083,0.6066666381740736,0.26475162232984056,0.3930210459396229,0.3398756923725098,0
0,18,0.40316862281771343,0.5824931233003665,0.5578086603293197,0.5606277127980881,0.23407722315612145,0.4585855731171918,0.28615294523448376,0
0,19,0.27632723828013367,0.43236045567918074,0.6050186161551351,0.6294229140467207,0.3614819097776787,0.3948173123587094,0.24566585276478217,0
0,20,0.307842950692208,0.5303964956789942,0.541119216503102,0.6789643706613835,0.3500422640876509,0.38875281167914877,0.2837441618883814,0
0,21,0.42055556485488227,0.4035306660387807,0.5922942442615441,0.5658243693147784,0.44489438077245463,0.46864754830529315,0.3267681051170955,0
